game_id,date,month,day_of_week,hour,start_time,end_time,my_color,my_rating,opp_rating,rating_diff,result,win,loss,draw,opening,my_accuracy,opp_accuracy,moves
116,2026-05-03,May,Sunday,0,,2026-05-03 00:59:37,white,662,652,10,loss,0,1,0,Queens Pawn Opening Accelerated London System,,,1. d4 1... d5 2. Bf4 2... Nc6 3. e3 3... Nf6 4. Bd3 4... Bg4 5. f3 5... Bh5 6. Nc3 6... Nb4 7. Qe2 7... c6 8. O-O-O 8... Qa5 9. a3 9... Na6 10. g4 10... Bg6 11. Nh3 11... h5 12. g5 12... Nd7 13. Bxg6 13... fxg6 14. e4 14... e6 15. exd5 15... Bxa3 16. Qxe6+ 16... Kd8 17. bxa3 17... Qxa3+ 18. Kd2 18... Re8 19. Qxg6 19... Qb4 20. Bc7+ 20... Nxc7 21. Rhe1 21... Qxd4+ 22. Kc1 22... Rxe1 23. Rxe1 23... Qxc3 24. Qe8+ 24... Nxe8
117,2026-05-03,May,Sunday,1,,2026-05-03 01:08:54,black,669,591,78,win,1,0,0,Ponziani Opening 3...d6,,,1. e4 1... e5 2. Nf3 2... Nc6 3. c3 3... d6 4. a3 4... Nf6 5. d3 5... d5 6. h3 6... dxe4 7. dxe4 7... Qxd1+ 8. Kxd1 8... Nxe4 9. Ke2 9... Bc5 10. Be3 10... Bxe3 11. fxe3 11... Ng3+ 12. Kd2 12... Nxh1 13. c4 13... O-O 14. Nc3 14... Rd8+ 15. Nd5 15... Be6 16. e4 16... Ng3 17. Bd3 17... Na5
118,2026-05-03,May,Sunday,1,,2026-05-03 01:37:35,white,677,653,24,win,1,0,0,Queens Pawn Opening Accelerated London System,,,1. d4 1... d5 2. Bf4 2... Nc6 3. e3 3... e5 4. dxe5 4... f6 5. exf6 5... Qxf6 6. Bxc7 6... Qxb2 7. Nd2 7... Bb4 8. Nf3 8... Bf5 9. Bd3 9... Bxd3 10. cxd3 10... Nf6 11. O-O 11... d4 12. Nc4 12... Qxa1 13. Qxa1 13... Nd5 14. Bd6 14... Bc3 15. Qd1 15... O-O-O 16. e4 16... Nf6 17. Ng5 17... Rhe8 18. e5 18... Nxe5 19. Bxe5 19... b5 20. Nd6+ 20... Rxd6 21. Bxd6 21... Kd7 22. Bg3 22... b4 23. Qa4+ 23... Ke7 24. Qxa7+ 24... Kf8 25. Qf7#
122,2026-05-04,May,Monday,22,,2026-05-04 22:46:30,white,696,722,-26,loss,0,1,0,Queens Pawn Opening Accelerated London System 2...Nf6 3.e3,,,1. d4 1... Nf6 2. Bf4 2... d5 3. e3 3... Nc6 4. Bd3 4... Be6 5. Nf3 5... Qd7 6. O-O 6... O-O-O 7. Nc3 7... Bg4 8. h3 8... Bxf3 9. Qxf3 9... e6 10. e4 10... Nxd4 11. Qe3 11... Bc5 12. exd5 12... exd5 13. Rfe1 13... Nxc2 14. Bb5 14... c6 15. Qxc5 15... Nxa1 16. Re7 16... b6 17. Bxc6 17... bxc5 18. Bxd7+ 18... Rxd7 19. Re1 19... Nc2 20. Re2 20... Nd4 21. Re5 21... Re8 22. Rg5 22... Ne6 23. Rf5 23... d4 24. Ne2 24... d3 25. Ng3 25... d2
123,2026-05-04,May,Monday,22,,2026-05-04 22:57:44,black,687,644,43,loss,0,1,0,Ponziani Opening Jaenisch Counterattack 4.d4 Nxe4,54.6,80.29,1. e4 1... e5 2. Nf3 2... Nc6 3. c3 3... Nf6 4. d4 4... Nxe4 5. Nxe5 5... Qe7 6. Qf3 6... Ng5 7. Bxg5 7... Qxg5 8. Qxf7+ 8... Kd8 9. Qd5 9... d6 10. Nf7+ 10... Ke8 11. Nxg5
120,2026-05-04,May,Monday,1,,2026-05-04 01:54:35,black,696,705,-9,win,1,0,0,Slav Defense Slav Gambit Alekhine Attack,,,1. d4 1... d5 2. c4 2... c6 3. Nc3 3... dxc4 4. e4 4... e6 5. Bxc4 5... Nf6 6. Nf3 6... Bb4 7. a3 7... Ba5 8. b4 8... Bb6 9. Be3 9... O-O 10. O-O 10... Nbd7 11. e5 11... Ng4 12. Qe2 12... c5 13. h3 13... cxd4 14. Bxd4 14... Bxd4 15. Nxd4 15... Ngxe5 16. Qxe5 16... Nxe5
121,2026-05-04,May,Monday,1,,2026-05-04 01:57:21,white,704,677,27,win,1,0,0,Queens Pawn Opening Accelerated London Steinitz Countergambit 3.e3 Nc6,97.99,94.83,1. d4 1... d5 2. Bf4 2... c5 3. e3 3... Nc6 4. Nc3 4... c4
133,2026-05-06,May,Wednesday,23,,2026-05-06 23:22:00,black,686,710,-24,loss,0,1,0,Kings Gambit 2...d6,,,1. e4 1... e5 2. f4 2... d6 3. Bc4 3... Nf6 4. Nf3 4... Nc6 5. Nc3 5... d5 6. Bb5 6... dxe4 7. Nxe5 7... Bc5 8. Nxc6 8... bxc6 9. Bxc6+ 9... Bd7 10. Bxa8 10... Qxa8 11. d3 11... O-O 12. dxe4 12... Nxe4 13. Qxd7 13... Bf2+ 14. Kf1 14... Re8 15. Nxe4 15... Qxe4 16. Kxf2 16... Qe2+ 17. Kg3 17... h5 18. Bd2 18... Qe6 19. Qxe6 19... Rxe6 20. Rhe1 20... Rg6+ 21. Kh4 21... Rg4+ 22. Kxh5 22... f5 23. h3 23... g6+ 24. Kh6 24... Rh4+ 25. Kxg6 25... Rh7 26. Bc3 26... Rf7 27. Re8+ 27... Rf8 28. Rxf8+ 28... Kxf8 29. Kxf5 29... Ke7 30. Rd1 30... Kf7 31. Rd7+ 31... Ke8 32. Rxc7 32... Kd8 33. Rxa7 33... Kc8 34. Bd4 34... Kb8 35. h4 35... Kc8 36. h5 36... Kd8 37. h6 37... Ke8 38. h7 38... Kf8 39. h8=Q#
130,2026-05-06,May,Wednesday,2,,2026-05-06 02:57:18,black,678,635,43,win,1,0,0,Queens Pawn Opening Zukertort Chigorin Variation 3.Bf4 Nf6 4.e3,,,1. d4 1... Nc6 2. Nf3 2... d5 3. Bf4 3... Nf6 4. e3 4... Bf5 5. Bd3 5... e6 6. c3 6... Bd6 7. Bg3 7... O-O 8. Qc2 8... Bxd3 9. Qxd3 9... Ne4 10. Nbd2 10... f5 11. c4 11... Bb4 12. a3 12... Ba5 13. b4 13... Nxb4 14. axb4 14... Bxb4 15. Rb1 15... a5 16. O-O 16... Qe7 17. Ne5 17... Nxd2
132,2026-05-06,May,Wednesday,22,,2026-05-06 22:40:58,white,694,699,-5,win,1,0,0,Italian Game Two Knights Modern Bishops Opening 4...d5 5.exd5 Nxd5 6.O O,80.75,61.44,1. e4 1... e5 2. Nf3 2... Nc6 3. Bc4 3... Nf6 4. d3 4... d5 5. exd5 5... Nxd5 6. O-O 6... Be6 7. Re1 7... Be7 8. Bb5 8... a6 9. Bxc6+ 9... bxc6 10. Nxe5 10... Qd6 11. Bd2 11... O-O-O 12. c4 12... Qc5 13. cxd5 13... Qxd5 14. Nxf7 14... Bxf7 15. Rxe7 15... Bh5 16. Qb3 16... Bf3 17. gxf3 17... Qxf3 18. Ba5 18... Rhf8 19. Rxc7#
131,2026-05-06,May,Wednesday,22,,2026-05-06 22:14:32,white,685,617,68,win,1,0,0,Italian Game Two Knights Modern Bishops Opening 4...d5 5.exd5 Nxd5 6.O O,,,1. e4 1... e5 2. Nf3 2... Nc6 3. Bc4 3... Nf6 4. d3 4... d5 5. exd5 5... Nxd5 6. O-O 6... Nb6 7. Nbd2 7... Bg4 8. h3 8... Be6 9. Bxe6 9... fxe6 10. Re1 10... Nd4 11. Nc4 11... Nxc4 12. dxc4 12... Nxf3+ 13. Qxf3 13... Bb4 14. Rxe5 14... Rf8 15. Rxe6+ 15... Kd7 16. Qd5+ 16... Kc8 17. Bg5 17... Qxd5 18. cxd5 18... Rf5 19. h4 19... Rxd5 20. c4 20... Rd8 21. Bxd8 21... Kxd8 22. Rd1+
129,2026-05-06,May,Wednesday,2,,2026-05-06 02:31:13,black,671,682,-11,loss,0,1,0,English Opening Kings English Variation,60.16,62.57,1. c4 1... e5 2. e4 2... Nf6 3. d4 3... Nxe4 4. Bd3 4... Bb4+ 5. Nc3 5... Nxc3 6. Qb3 6... Ba5 7. bxc3 7... Nc6 8. d5 8... e4 9. Bxe4 9... Ne5 10. Bf4 10... d6 11. c5 11... O-O 12. Qa3 12... b6 13. cxd6 13... Qxd6 14. Qxd6 14... cxd6 15. Bxe5 15... dxe5 16. Nf3 16... Bxc3+ 17. Ke2 17... Bxa1 18. Rxa1 18... Re8 19. d6 19... Bd7 20. Bxa8 20... Rxa8 21. Nxe5 21... Bb5+ 22. Nd3 22... Rd8 23. Rc1 23... g6 24. Rc7 24... Rxd6 25. Rxa7 25... Bxd3+ 26. Ke3 26... Bc4 27. Kf4 27... Rd4+ 28. Kg5 28... Rd2 29. Kh6 29... Rxf2 30. Ra8#
124,2026-05-06,May,Wednesday,0,,2026-05-06 00:02:31,black,695,686,9,win,1,0,0,Center Game Accepted Normal Variation,77.53,72.01,1. e4 1... e5 2. d4 2... exd4 3. Qxd4 3... Nc6 4. Qd1 4... Nf6 5. Nc3 5... d6 6. Nf3 6... Qe7 7. Bd3 7... d5 8. Be3 8... dxe4 9. Nxe4 9... Nxe4 10. Qe2 10... Bf5 11. O-O-O 11... O-O-O 12. Ba6 12... Rxd1+ 13. Rxd1 13... Nd8 14. Bxa7 14... Nd6 15. Qd2 15... bxa6 16. Qa5 16... Nc6 17. Qxa6+ 17... Kd7 18. Qxc6+ 18... Kxc6 19. Nd4+ 19... Kb7 20. Bc5 20... Qe2 21. Nxe2 21... Ne4 22. Rd4 22... Bxc5 23. Ra4 23... Ra8
127,2026-05-06,May,Wednesday,1,,2026-05-06 01:45:41,black,685,705,-20,loss,0,1,0,Italian Game,,,1. e4 1... e5 2. Nf3 2... Nc6 3. Bc4 3... Qe7 4. O-O 4... Nf6 5. d4 5... Nxe4 6. dxe5 6... Nxe5 7. Bxf7+ 7... Kxf7 8. Nxe5+ 8... Qxe5 9. Qf3+ 9... Ke6 10. Bf4 10... Qxb2 11. Qxe4+ 11... Kf7 12. Be5 12... Qb6 13. Nc3 13... Kg8 14. Nd5 14... Qc6 15. Nf6+ 15... Kf7 16. Nd5 16... d6 17. Qf4+ 17... Ke6 18. Bxg7 18... Bxg7 19. Qe4+ 19... Kf7 20. Qe7+ 20... Kg6 21. Nf4+ 21... Kh6 22. Qh4#
126,2026-05-06,May,Wednesday,1,,2026-05-06 01:20:57,white,693,664,29,loss,0,1,0,Queens Pawn Opening Accelerated London System,,,1. d4 1... d5 2. Bf4 2... f6 3. e3 3... e5 4. dxe5 4... fxe5 5. Bxe5 5... Nc6 6. Bf4 6... Bf5 7. Bd3 7... d4 8. Bxf5 8... Be7 9. Qh5+ 9... Kf8 10. Bxh7 10... Nf6 11. Qf5 11... Bb4+ 12. c3 12... Ne7 13. Qc2 13... dxc3 14. bxc3 14... Ba5 15. Bd3 15... Qd5 16. Nf3 16... Rd8 17. Be2 17... Qc5 18. O-O 18... Ned5 19. Rd1 19... Kf7 20. Ne5+ 20... Ke7 21. Ng6+ 21... Kf7 22. Nxh8+ 22... Rxh8 23. Qb3 23... c6 24. Bc4 24... Kf8 25. Bxd5 25... cxd5 26. e4 26... Ng4 27. Be3 27... Nxe3 28. fxe3 28... Qxe3+ 29. Kf1 29... Bb6 30. Rd2 30... Rxh2 31. Qb4+ 31... Bc5 32. Qd4 32... Rh1#
125,2026-05-06,May,Wednesday,0,,2026-05-06 00:40:02,white,702,656,46,win,1,0,0,Queens Pawn Opening Accelerated London System,,,1. d4 1... d5 2. Bf4 2... Nc6 3. e3 3... Nf6 4. Bd3 4... g6 5. Nc3 5... Bg7 6. Nf3 6... O-O 7. O-O 7... Ng4 8. h3 8... e5 9. dxe5 9... Ngxe5 10. e4 10... dxe4 11. Nxe4 11... Nxd3 12. Qxd3 12... Qxd3 13. cxd3 13... Bxb2 14. Rad1 14... Nd4 15. Nxd4 15... Bxd4 16. Bxc7 16... Bf5 17. Rfe1 17... Bxe4 18. Rxe4 18... Rfe8 19. Rxd4 19... Re2 20. a4 20... Rae8 21. Kf1 21... Kg7 22. Bg3 22... b6 23. Rd7 23... R8e7 24. Rxe7 24... Rxe7 25. d4 25... Rd7 26. d5 26... f6 27. Bb8 27... a5 28. d6 28... g5 29. g4 29... Kg6 30. Ke2 30... h5 31. gxh5+ 31... Kxh5 32. Ke3 32... Kh4 33. Rb1 33... Rd8 34. Rxb6 34... Re8+ 35. Kf3 35... Kxh3 36. d7 36... Rd8 37. Rb7 37... g4+ 38. Kf4 38... f5 39. Kxf5 39... Rf8+ 40. Ke6 40... Rxf2 41. d8=Q 41... Re2+ 42. Kf7 42... Rf2+ 43. Kg7 43... g3 44. Bxg3 44... Kxg3 45. Qxa5 45... Kg2 46. Qg5+ 46... Kf1 47. Rb1+ 47... Ke2 48. Rb2+ 48... Kf1 49. Rxf2+ 49... Kxf2 50. a5 50... Kf3 51. a6 51... Ke4 52. a7 52... Kd3 53. a8=Q 53... Kd4 54. Qe7 54... Kc4 55. Qed8 55... Kc3 56. Qc6+ 56... Kb4 57. Qb8+ 57... Ka5 58. Qca8#
128,2026-05-06,May,Wednesday,2,,2026-05-06 02:15:06,white,679,766,-87,loss,0,1,0,Indian Game 2.Bf4 b6 3.e3 Bb7,78.56,88.21,1. d4 1... b6 2. Bf4 2... Bb7 3. e3 3... Nf6 4. Bd3 4... Bxg2 5. Nf3 5... Bxh1 6. Nc3 6... g6 7. Nb5 7... d6 8. Qe2 8... a6 9. Nc3 9... Bg7 10. O-O-O 10... Bxf3 11. Qxf3 11... Nbd7 12. Ne4 12... O-O 13. Nxf6+ 13... Nxf6 14. Qe2 14... Qd7 15. Bxa6 15... Qa4 16. Bc4 16... b5 17. b3 17... Qxa2 18. Bxb5 18... Nd5 19. Qd3 19... Nxf4 20. exf4 20... c5 21. Re1 21... e6 22. Bc4 22... Bxd4 23. b4 23... Qb2+ 24. Kd1 24... Bxf2 25. Rxe6 25... fxe6 26. Bxe6+ 26... Kg7 27. Qc4 27... Ra1+ 28. Kd2 28... Qf6 29. bxc5 29... Qxf4+ 30. Qxf4 30... Rxf4 31. Ke2 31... Re4+ 32. Kd3 32... Rxe6 33. Kc4 33... dxc5 34. Kd5 34... Rae1
134,2026-05-07,May,Thursday,17,,2026-05-07 17:12:33,white,694,660,34,win,1,0,0,Pirc Defense 2.d4 Nf6 3.Nc3,80.04,69.57,1. e4 1... d6 2. d4 2... Nf6 3. Nc3 3... e6 4. Nf3 4... h6 5. e5 5... Nd5 6. exd6 6... Bxd6 7. Bc4 7... O-O 8. O-O 8... Nf4 9. Ne5 9... Qg5 10. g3 10... Nd7 11. Bxf4 11... Qf5 12. Re1 12... Nxe5 13. dxe5 13... Bc5 14. Ne4 14... Bb6 15. Re2 15... g5 16. Nf6+ 16... Kh8 17. Qd3 17... gxf4 18. Qxf5 18... exf5 19. Rd1 19... fxg3 20. hxg3 20... Bc5 21. Rd7 21... Bxd7 22. Nxd7 22... Rfd8 23. Nxc5 23... Rd4 24. Bxf7 24... f4 25. gxf4 25... Rxf4 26. e6 26... Rd8 27. e7 27... Rg4+ 28. Kh2 28... Rh4+ 29. Kg3 29... Rg8+ 30. Kxh4 30... Rg5 31. Kh3 31... Kg7 32. Ne6+
135,2026-05-09,May,Saturday,1,,2026-05-09 01:52:47,black,704,755,-51,win,1,0,0,Queens Gambit Accepted Central Variation Modern Defense 4.Nf3,81.2,71.91,1. d4 1... d5 2. c4 2... dxc4 3. e4 3... Nc6 4. Nf3 4... e6 5. Bxc4 5... Nf6 6. Nc3 6... h6 7. Bf4 7... Bb4 8. O-O 8... Bxc3 9. bxc3 9... Nxe4 10. Qd3 10... Nd6 11. Ne5 11... Na5 12. Rab1 12... Naxc4 13. Nxc4 13... Nxc4 14. Qxc4 14... O-O 15. Bxc7 15... Qe7 16. Be5 16... f6 17. Bg3 17... b6 18. Rfe1 18... Bd7 19. d5 19... Rac8 20. Rxe6 20... Bxe6 21. Qxc8 21... Rxc8 22. dxe6 22... Qxe6 23. Rc1 23... Qxa2 24. Kf1 24... Qa3 25. c4 25... Qd3+ 26. Ke1 26... Rxc4 27. Rxc4 27... Qxc4 28. Kd2 28... b5 29. Ke3 29... a5 30. Bd6 30... b4 31. Kf3 31... a4 32. Ke3 32... a3 33. Bxb4 33... Qxb4 34. f3 34... a2 35. Kf2 35... a1=Q 36. Kg3 36... Qd6+ 37. Kh3 37... Qae5 38. g3 38... g5 39. f4 39... gxf4 40. gxf4 40... Qxf4 41. Kg2 41... Qdd2+ 42. Kh3 42... Qde3+ 43. Kg2 43... Qff2+ 44. Kh1 44... Qee1#
136,2026-05-09,May,Saturday,2,,2026-05-09 02:14:05,white,712,678,34,win,1,0,0,Queens Pawn Opening Accelerated London System,,,1. d4 1... d5 2. Bf4 2... Nc6 3. e3 3... Nf6 4. Bd3 4... e6 5. c3 5... Bd6 6. Bg3 6... O-O 7. Nd2 7... e5 8. Ngf3 8... e4 9. Be2 9... exf3 10. Nxf3 10... Bxg3 11. hxg3 11... Bg4 12. Qd3 12... Bxf3 13. Bxf3 13... Ne7 14. e4 14... dxe4 15. Bxe4 15... Nxe4 16. Qxe4 16... Nc6 17. Qxh7#
137,2026-05-09,May,Saturday,2,,2026-05-09 02:42:15,black,721,727,-6,win,1,0,0,Nimzowitsch Defense Kennedy Linksspringer Variation,,,1. e4 1... e5 2. d4 2... Nc6 3. d5 3... Na5 4. b4 4... Bxb4+ 5. Bd2 5... c5 6. Bxb4 6... cxb4 7. a3 7... bxa3 8. Rxa3 8... Nf6 9. Qd2 9... O-O 10. Qxa5 10... b6 11. Qc3 11... Nxe4 12. Qxe5 12... Re8 13. Qa1 13... Ng3+ 14. Kd2 14... Nxh1 15. Rxa7 15... Qg5+ 16. Kd3 16... Nxf2+ 17. Kd4 17... Qe5+ 18. Kc4 18... Qxa1
138,2026-05-10,May,Sunday,20,,2026-05-10 20:31:35,white,713,713,0,loss,0,1,0,Indian Game 2.Bf4 d6 3.e3 g6,59.58,65.19,1. d4 1... Nf6 2. Bf4 2... d6 3. e3 3... g6 4. Bd3 4... Bg7 5. Nc3 5... O-O 6. Qd2 6... Nh5 7. O-O-O 7... e5 8. Bg3 8... Bf6 9. Nd5 9... exd4 10. Nxf6+ 10... Qxf6 11. e4 11... Nc6 12. Re1 12... a5 13. Ne2 13... Nxg3 14. hxg3 14... a4 15. f3 15... Be6 16. Qh6 16... Qg7 17. c3 17... a3 18. Nxd4 18... Bxa2 19. Nxc6 19... axb2+ 20. Kxb2 20... bxc6 21. Rh2 21... f6 22. Reh1 22... Rf7 23. Kc2 23... Ra3 24. Kd2 24... f5 25. exf5 25... Qxc3+ 26. Ke2 26... Qxd3+ 27. Ke1 27... Re7+ 28. Kf2 28... Qe2+ 29. Kg1 29... Qe1#
139,2026-05-10,May,Sunday,21,,2026-05-10 21:11:50,white,713,943,-230,loss,0,1,0,Indian Game...3.Nc3 Bg7 4.e4 d6 5.Qd2,,,1. d4 1... Nf6 2. Bf4 2... g6 3. Nc3 3... Bg7 4. e4 4... d6 5. Qd2 5... h5 6. O-O-O 6... b6 7. h4 7... c5 8. d5 8... b5 9. Nxb5 9... a6 10. Nc3 10... Qb6 11. b3 11... Nbd7 12. Nf3 12... Ng4 13. Re1 13... Qb4 14. Ng5 14... Bxc3 15. a3 15... Bxd2+ 16. Kd1 16... Nxf2+ 17. Ke2 17... Bxe1 18. Kf3 18... Nb6 19. Ke2 19... Nd7 20. Rh2 20... Nxe4 21. Rh3 21... Qd4 22. Kxe1 22... Qf2+ 23. Kd1 23... Qxf1#
140,2026-05-10,May,Sunday,21,,2026-05-10 21:59:15,white,713,943,-230,loss,0,1,0,Pirc Defense Main Line Kholmov System,,,1. e4 1... d6 2. d4 2... Nf6 3. Nc3 3... g6 4. Bc4 4... Nxe4 5. Nxe4 5... d5 6. Bxd5 6... Qxd5 7. Qd3 7... Bg7 8. Qe3 8... O-O 9. Nf3 9... Bf5 10. Nc3 10... Qc4 11. b3 11... Qe6 12. Qxe6 12... Bxe6 13. Nb5 13... Na6 14. O-O 14... c6 15. Nc3 15... c5 16. Be3 16... Bf5 17. Rac1 17... b6 18. Rfd1 18... Nb4 19. dxc5 19... Bxc3 20. Bh6 20... Bg7 21. Bxg7 21... Kxg7 22. Nd4 22... Nxa2 23. Ra1 23... Nc3 24. Nxf5+ 24... gxf5 25. Rd3 25... Ne2+ 26. Kf1 26... Nf4 27. Rg3+ 27... Kf6 28. cxb6 28... axb6 29. Re1 29... Ra2 30. Rge3 30... Rxc2 31. g3 31... Ng6 32. h4 32... h5 33. Kg2 33... e5 34. g4 34... hxg4 35. h5 35... Nf4+ 36. Kh2 36... Rxf2+ 37. Kg1 37... Rg2+ 38. Kf1 38... Rb2 39. Rxe5 39... Kg5 40. Rb5 40... Nxh5 41. Ree5 41... Ng3+ 42. Kg1 42... Ne2+ 43. Kf1 43... Nd4 44. Rxb6 44... Rh8 45. Rxf5+ 45... Nxf5 46. Rh6 46... Rxh6 47. Ke1 47... Rh1#
141,2026-05-12,May,Tuesday,23,,2026-05-12 23:55:07,black,704,682,22,loss,0,1,0,Four Knights Game Spanish Variation Ranken Variation,78.74,86.91,1. e4 1... e5 2. Nf3 2... Nc6 3. Nc3 3... Nf6 4. Bb5 4... a6 5. Bxc6 5... bxc6 6. Nxe5 6... Bc5 7. d4 7... Bb6 8. Bg5 8... d5 9. Bxf6 9... Qxf6 10. exd5 10... Qd6 11. Nf3 11... cxd5 12. O-O 12... O-O 13. Ne5 13... f6 14. Nf3 14... c6 15. Na4 15... Qb8 16. Nh4 16... Bc7 17. g3 17... Qb4 18. b3 18... Re8 19. Re1 19... Rxe1+ 20. Qxe1 20... Qxe1+ 21. Rxe1 21... Bh3 22. Nc5 22... g5 23. Ng2 23... h5 24. Re3 24... a5 25. f4 25... gxf4 26. gxf4 26... Bxg2 27. Kxg2 27... Bxf4 28. Rf3 28... Bd6 29. Rxf6 29... Rf8 30. Rxd6 30... Kf7 31. Rxc6 31... Ke7 32. Ra6 32... Kf7 33. Rxa5 33... Kg8 34. Ne6 34... Re8 35. Nc7 35... Re2+ 36. Kg3 36... Re3+ 37. Kh4 37... Kg7 38. Nxd5 38... Re6 39. Ra7+ 39... Kg6 40. Nf4+
147,2026-05-13,May,Wednesday,20,,2026-05-13 20:05:05,white,448,560,-112,loss,0,1,0,Queens Pawn Opening Mikenas Defense 2.Nf3 d6,,,1. d4 1... Nc6 2. Nf3 2... d6 3. Bf4 3... e5 4. Bg3 4... e4 5. Nh4 5... g5 6. Nc3 6... gxh4 7. Bf4 7... Qf6 8. e3 8... a6 9. Nxe4 9... Qf5 10. Bd3 10... Nb4 11. Bxd6 11... cxd6 12. c3 12... Nxd3+ 13. Qxd3 13... d5 14. Nd6+ 14... Bxd6 15. Qxf5 15... Bxf5 16. O-O 16... Nf6 17. Rad1 17... Ne4 18. f4 18... O-O-O 19. h3 19... Ng3 20. Rf3 20... Be4 21. Rf2 21... Rhg8 22. b4 22... Nf5 23. Rdd2 23... Nxe3 24. a4 24... Rxg2+ 25. Rxg2 25... Nxg2 26. Rxg2 26... Bxg2 27. Kxg2 27... Rg8+ 28. Kf3 28... Rg3+ 29. Kf2 29... Rxc3 30. Ke2 30... Ra3
145,2026-05-13,May,Wednesday,1,,2026-05-13 01:45:37,black,734,682,52,win,1,0,0,Italian Game Two Knights Modern Bishops Opening 4...d5 5.exd5 Nxd5,,,1. e4 1... e5 2. Nf3 2... Nc6 3. Bc4 3... Nf6 4. d3 4... d5 5. exd5 5... Nxd5 6. c3 6... Be6 7. Bb5 7... Bd7 8. Bxc6 8... Bxc6 9. Nxe5 9... Qe7 10. d4 10... f6 11. c4 11... Nb6 12. d5 12... Qxe5+ 13. Qe2 13... Bb4+ 14. Nc3 14... O-O 15. dxc6 15... Bxc3+ 16. bxc3 16... Qxc3+ 17. Qd2 17... Rfe8+ 18. Kd1 18... Qxa1 19. cxb7 19... Rad8 20. c5 20... Rxd2+ 21. Kxd2 21... Qxa2+ 22. Kc3 22... Na4+ 23. Kd4 23... Rd8+ 24. Ke3 24... Nxc5 25. Rd1 25... Nxb7 26. Rxd8+ 26... Nxd8 27. f4 27... Qxg2 28. Bd2 28... Qxh2 29. Bc3 29... Qg3+ 30. Ke4 30... Qxc3 31. f5 31... Qe5+ 32. Kd3 32... Qxf5+ 33. Kc4 33... h5 34. Kd4 34... h4 35. Kc4 35... h3 36. Kc3 36... h2 37. Kd4 37... h1=Q 38. Kc4 38... Qh4+ 39. Kc3 39... Qf3+ 40. Kd2 40... Qh2+ 41. Ke1 41... Qfh1#
146,2026-05-13,May,Wednesday,19,,2026-05-13 19:54:48,black,535,402,133,win,1,0,0,Giuoco Piano Game Giuoco Pianissimo Variation 4...Nf6,83.89,57.36,1. e4 1... e5 2. Nf3 2... Nc6 3. Bc4 3... Bc5 4. d3 4... Nf6 5. Ng5 5... O-O 6. Bxf7+ 6... Kh8 7. Nxh7 7... Rxf7 8. Nxf6 8... Qxf6 9. Qh5+ 9... Kg8 10. Bg5 10... Qxf2+ 11. Kd1 11... Qxg2 12. Re1 12... Nd4 13. Nd2 13... d6 14. c3 14... Bg4+ 15. Re2 15... Qg1+ 16. Nf1 16... Qxf1+ 17. Kd2 17... Qxe2+ 18. Kc1 18... Qc2#
143,2026-05-13,May,Wednesday,0,,2026-05-13 00:50:18,black,719,712,7,win,1,0,0,Italian Game Knight Attack,,,1. e4 1... e5 2. Nf3 2... Nc6 3. Bc4 3... Nf6 4. Ng5 4... Ke7 5. Nxf7 5... Qe8 6. Nxh8 6... Nxe4 7. Qe2 7... Nb4 8. Qxe4 8... d6 9. Bf7 9... Qb5 10. c4 10... Qc5 11. Na3 11... g6 12. Qh4+ 12... Kd7 13. Qf6 13... Nd3+ 14. Kf1 14... Bg7 15. Be6+ 15... Kc6 16. Qf3+ 16... e4 17. Qxe4+ 17... Kb6 18. Qxd3 18... Bxe6 19. Qb3+ 19... Kc6 20. Qa4+ 20... b5 21. Qxb5+ 21... Qxb5 22. cxb5+ 22... Kb6 23. d3 23... Bxh8 24. Be3+ 24... c5 25. bxc6+ 25... Kxc6 26. Rc1+ 26... Kd7 27. b3 27... Bb2 28. Rc2 28... Bxa3 29. Ke2 29... d5 30. Rb1 30... a5 31. Bd2 31... d4 32. Rc4
142,2026-05-13,May,Wednesday,0,,2026-05-13 00:12:34,white,711,636,75,win,1,0,0,Queens Pawn Opening Accelerated London System,,,1. d4 1... d5 2. Bf4 2... Nc6 3. e3 3... Nf6 4. Bd3 4... Bg4 5. Ne2 5... Qd7 6. h3 6... Bf5 7. Bxf5 7... Qxf5 8. Bxc7 8... Qg6 9. Nf4 9... Qf5 10. Nc3 10... a6 11. Qd3 11... Qd7 12. Bb6 12... Qe6 13. Nxe6 13... fxe6 14. O-O-O 14... Nb4
